ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
11379196,JB348507,07/13/2018 06:33:00 PM,0000X E 102ND PL,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,0511,005,9,49,19,1178463,1837024,2018,07/20/2018 03:52:22 PM,41.708096481,-87.622066576,"(41.708096481, -87.622066576)"
11379341,JB348635,07/13/2018 07:32:00 PM,030XX W WALNUT ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1222,012,27,27,19,1156041,1901476,2018,07/20/2018 03:52:22 PM,41.885440645,-87.702445389,"(41.885440645, -87.702445389)"
11379468,JB348778,07/13/2018 10:24:00 PM,068XX S EAST END AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0332,003,5,43,19,1188715,1859972,2018,07/20/2018 03:52:22 PM,41.770829541,-87.583791738,"(41.770829541, -87.583791738)"
11380214,JB349869,07/14/2018 06:38:00 PM,019XX S ST LOUIS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1024,010,24,29,19,1153405,1890260,2018,07/21/2018 03:49:07 PM,41.854715488,-87.712423245,"(41.854715488, -87.712423245)"
11380260,JB349962,07/14/2018 07:57:00 PM,005XX N KEDZIE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1154947,1903451,2018,07/21/2018 03:49:07 PM,41.890882237,-87.706409791,"(41.890882237, -87.706409791)"
11381016,JB350981,07/15/2018 04:08:00 PM,083XX S COLFAX AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0423,004,7,46,19,1194952,1850195,2018,07/22/2018 04:00:00 PM,41.743849289,-87.561251335,"(41.743849289, -87.561251335)"
11381231,JB351205,07/15/2018 08:36:00 PM,078XX S WESTERN AVE,1661,GAMBLING,GAME/DICE,CTA BUS STOP,true,false,0835,008,18,70,19,1161741,1852550,2018,07/22/2018 04:00:00 PM,41.751065032,-87.682873958,"(41.751065032, -87.682873958)"
11382551,JB352864,07/16/2018 11:13:00 PM,070XX S JUSTINE ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0734,007,17,67,19,1167223,1857999,2018,07/23/2018 03:57:48 PM,41.765902343,-87.66262945,"(41.765902343, -87.66262945)"
11383267,JB353656,07/17/2018 03:10:00 PM,006XX N CHRISTIANA AVE,1661,GAMBLING,GAME/DICE,STREET,true,false,1121,011,27,23,19,1153928,1904108,2018,07/24/2018 04:15:32 PM,41.892705479,-87.710134562,"(41.892705479, -87.710134562)"
11383318,JB353777,07/17/2018 04:18:00 PM,044XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1131,011,24,26,19,1146938,1897656,2018,07/24/2018 04:15:32 PM,41.8751369,-87.735971224,"(41.8751369, -87.735971224)"
11384197,JB354838,07/18/2018 12:10:00 PM,033XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153994,1897824,2018,07/25/2018 03:55:44 PM,41.875460231,-87.710059786,"(41.875460231, -87.710059786)"
11384320,JB354988,07/18/2018 01:45:00 PM,012XX S AVERS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1150904,1894234,2018,07/25/2018 03:55:44 PM,41.865669877,-87.721499106,"(41.865669877, -87.721499106)"
11384703,JB355493,07/18/2018 06:41:00 PM,0000X N LECLAIRE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1533,015,28,25,19,1142386,1899689,2018,07/25/2018 03:55:44 PM,41.880801426,-87.752634034,"(41.880801426, -87.752634034)"
11385361,JB356337,07/19/2018 12:55:00 PM,005XX N SPRINGFIELD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1122,011,27,23,19,1150294,1903297,2018,07/26/2018 03:51:12 PM,41.890551663,-87.723502064,"(41.890551663, -87.723502064)"
11385808,JB356975,07/19/2018 08:55:00 PM,016XX S LAWNDALE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1014,010,24,29,19,1151969,1891584,2018,07/26/2018 03:51:12 PM,41.858377075,-87.717659169,"(41.858377075, -87.717659169)"
11388731,JB360916,07/22/2018 08:09:00 PM,062XX S SEELEY AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0714,007,15,67,19,1163768,1863263,2018,07/29/2018 03:54:54 PM,41.780420705,-87.675145585,"(41.780420705, -87.675145585)"
11389824,JB362323,07/23/2018 07:00:00 PM,0000X N LECLAIRE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1533,015,28,25,19,1142386,1899684,2018,07/30/2018 03:52:24 PM,41.880787705,-87.752634158,"(41.880787705, -87.752634158)"
11391827,JB364578,07/25/2018 12:20:00 PM,065XX S DREXEL AVE,1680,GAMBLING,OTHER,SIDEWALK,true,false,0321,003,20,42,19,1183348,1861910,2018,08/01/2018 03:55:43 PM,41.776274262,-87.603404595,"(41.776274262, -87.603404595)"
11392915,JB366141,07/26/2018 01:23:00 PM,038XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1133,011,28,26,19,1150870,1898082,2018,08/02/2018 03:53:00 PM,41.87622989,-87.721523238,"(41.87622989, -87.721523238)"
11393129,JB366480,07/26/2018 05:00:00 PM,001XX N MENARD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1512,015,29,25,19,1137694,1900358,2018,08/02/2018 03:53:00 PM,41.882723077,-87.769846822,"(41.882723077, -87.769846822)"
11393319,JB366647,07/26/2018 06:33:00 PM,067XX S WINCHESTER AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0726,007,15,67,19,1164518,1859966,2018,08/02/2018 03:53:00 PM,41.771357512,-87.672488834,"(41.771357512, -87.672488834)"
11394604,JB368411,07/27/2018 11:31:00 PM,078XX S MARYLAND AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0624,006,6,69,19,1183263,1853117,2018,08/03/2018 04:16:20 PM,41.752147383,-87.603989513,"(41.752147383, -87.603989513)"
11395780,JB369997,07/29/2018 09:10:00 AM,005XX N SPRINGFIELD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1122,011,27,23,19,1150296,1903229,2018,08/05/2018 03:55:07 PM,41.890365025,-87.723496494,"(41.890365025, -87.723496494)"
11397289,JB372065,07/30/2018 06:05:00 PM,012XX S INDEPENDENCE BLVD,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1151284,1894223,2018,08/06/2018 04:01:16 PM,41.865632251,-87.720104383,"(41.865632251, -87.720104383)"
11398539,JB373261,07/31/2018 04:35:00 PM,043XX W 15TH ST,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,1011,010,24,29,19,1147475,1892349,2018,08/07/2018 04:02:59 PM,41.860563576,-87.734135566,"(41.860563576, -87.734135566)"
11399208,JB374346,08/01/2018 12:11:00 PM,036XX W LEXINGTON ST,1680,GAMBLING,OTHER,SIDEWALK,true,false,1133,011,24,27,19,1152189,1896452,2018,08/08/2018 04:16:44 PM,41.871731089,-87.71672328,"(41.871731089, -87.71672328)"
11399392,JB374381,08/01/2018 12:42:00 PM,014XX S ST LOUIS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1021,010,24,29,19,1153270,1892846,2018,08/08/2018 04:16:44 PM,41.861814448,-87.712850162,"(41.861814448, -87.712850162)"
11399682,JB375004,08/01/2018 07:35:00 PM,062XX S CARPENTER ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0712,007,16,68,19,1170384,1863430,2018,08/08/2018 04:16:44 PM,41.780737448,-87.650885344,"(41.780737448, -87.650885344)"
11399691,JB375010,08/01/2018 07:27:00 PM,079XX S PAULINA ST,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,0611,006,21,71,19,1166392,1852048,2018,08/08/2018 04:16:44 PM,41.74958972,-87.665844597,"(41.74958972, -87.665844597)"
11399720,JB375079,08/01/2018 08:24:00 PM,014XX S MILLARD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1152274,1892860,2018,08/08/2018 04:16:44 PM,41.86187256,-87.716505967,"(41.86187256, -87.716505967)"
11399765,JB375177,08/01/2018 09:55:00 PM,012XX S FARRAR DR,1661,GAMBLING,GAME/DICE,STREET,true,false,1022,010,24,29,19,1157536,1894104,2018,08/08/2018 04:16:44 PM,41.865180859,-87.697156105,"(41.865180859, -87.697156105)"
11400764,JB376345,08/02/2018 06:18:00 PM,012XX S INDEPENDENCE BLVD,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1151285,1894203,2018,08/09/2018 04:00:26 PM,41.865577349,-87.720101236,"(41.865577349, -87.720101236)"
11400941,JB376566,08/02/2018 08:15:00 PM,012XX S INDEPENDENCE BLVD,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1011,010,24,29,19,1151284,1894223,2018,08/09/2018 04:00:26 PM,41.865632251,-87.720104383,"(41.865632251, -87.720104383)"
11401079,JB376721,08/02/2018 11:06:00 PM,016XX S LAWNDALE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1014,010,24,29,19,1151969,1891584,2018,08/09/2018 04:00:26 PM,41.858377075,-87.717659169,"(41.858377075, -87.717659169)"
11402052,JB378043,08/03/2018 08:12:00 PM,016XX S LAWNDALE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1014,010,24,29,19,1151969,1891584,2018,08/10/2018 04:09:29 PM,41.858377075,-87.717659169,"(41.858377075, -87.717659169)"
11406458,JB383762,08/07/2018 06:50:00 PM,008XX N LEAMINGTON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1531,015,37,25,19,1141870,1905088,2018,08/14/2018 04:06:48 PM,41.895626504,-87.754395017,"(41.895626504, -87.754395017)"
11406514,JB383818,08/07/2018 07:27:00 PM,0000X N MAYFIELD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1513,015,29,25,19,1137164,1899632,2018,08/14/2018 04:06:48 PM,41.880740369,-87.771810473,"(41.880740369, -87.771810473)"
11406614,JB383906,08/07/2018 08:30:00 PM,034XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1133,011,28,27,19,1153710,1897817,2018,08/14/2018 04:06:48 PM,41.875446677,-87.711102716,"(41.875446677, -87.711102716)"
11407048,JB384455,08/08/2018 10:55:00 AM,039XX W GRENSHAW ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,24,29,19,1150362,1894752,2018,08/15/2018 04:09:09 PM,41.867101912,-87.723475324,"(41.867101912, -87.723475324)"
11408909,JB386838,08/09/2018 10:22:00 PM,029XX W HARRISON ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1135,011,2,27,19,1156896,1897227,2018,08/16/2018 04:02:38 PM,41.873763682,-87.699420906,"(41.873763682, -87.699420906)"
11409645,JB387708,08/10/2018 03:32:00 PM,043XX W MAYPOLE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1114,011,28,26,19,1147198,1901097,2018,08/17/2018 04:03:37 PM,41.884574434,-87.734928509,"(41.884574434, -87.734928509)"
11409813,JB388073,08/10/2018 07:22:00 PM,033XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153965,1898093,2018,08/17/2018 04:03:37 PM,41.876198973,-87.710159092,"(41.876198973, -87.710159092)"
11409885,JB387855,08/10/2018 05:42:00 PM,047XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1131,011,24,25,19,1144831,1897935,2018,08/17/2018 04:03:37 PM,41.875942489,-87.743700327,"(41.875942489, -87.743700327)"
11410426,JB388825,08/11/2018 11:13:00 AM,008XX E 80TH ST,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,0624,006,8,44,19,1183204,1852140,2018,08/18/2018 03:57:27 PM,41.749467765,-87.604236059,"(41.749467765, -87.604236059)"
11410591,JB389052,08/11/2018 01:42:00 PM,011XX N MAYFIELD AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1511,015,29,25,19,1136818,1907020,2018,08/18/2018 03:57:27 PM,41.901020201,-87.772903791,"(41.901020201, -87.772903791)"
11411236,JB389939,08/12/2018 08:24:00 AM,006XX N SPRINGFIELD AVE,1680,GAMBLING,OTHER,SIDEWALK,true,false,1122,011,27,23,19,1150273,1904067,2018,08/19/2018 04:03:34 PM,41.892665033,-87.72355909,"(41.892665033, -87.72355909)"
11411526,JB390220,08/12/2018 12:56:00 PM,009XX N HARDING AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1112,011,27,23,19,1149884,1905988,2018,08/19/2018 04:03:34 PM,41.897944034,-87.724937715,"(41.897944034, -87.724937715)"
11412495,JB391526,08/13/2018 11:38:00 AM,061XX S DR MARTIN LUTHER KING JR DR,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0311,003,20,40,19,1179973,1864429,2018,08/20/2018 04:02:23 PM,41.783264589,-87.615699937,"(41.783264589, -87.615699937)"
11416466,JB396580,08/16/2018 08:40:00 PM,0000X W 79TH ST,1661,GAMBLING,GAME/DICE,CTA STATION,true,false,0623,006,6,44,19,1177483,1852629,2018,08/23/2018 04:00:50 PM,41.750940757,-87.625185222,"(41.750940757, -87.625185222)"
11418053,JB398542,08/18/2018 10:45:00 AM,033XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153980,1897823,2018,08/25/2018 03:59:23 PM,41.875457766,-87.710111215,"(41.875457766, -87.710111215)"
11419253,JB400240,08/19/2018 03:20:00 PM,063XX S ARTESIAN AVE,1661,GAMBLING,GAME/DICE,RESIDENCE PORCH/HALLWAY,true,false,0825,008,15,66,19,1161127,1862600,2018,08/26/2018 04:00:33 PM,41.778656405,-87.684846319,"(41.778656405, -87.684846319)"
11419312,JB400390,08/19/2018 05:40:00 PM,095XX S LA SALLE ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0511,005,21,49,19,1176957,1841794,2018,08/26/2018 04:00:33 PM,41.721220015,-87.627438388,"(41.721220015, -87.627438388)"
11420574,JB401881,08/20/2018 06:47:00 PM,050XX S JUSTINE ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0933,009,16,61,19,1166858,1871277,2018,08/27/2018 04:18:54 PM,41.802346625,-87.663588213,"(41.802346625, -87.663588213)"
11421606,JB403181,08/21/2018 06:43:00 PM,079XX S COTTAGE GROVE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0624,006,8,44,19,1182931,1852573,2018,08/28/2018 04:01:15 PM,41.750662307,-87.605223004,"(41.750662307, -87.605223004)"
11422075,JB402538,08/21/2018 10:43:00 AM,059XX W GRAND AVE,1670,GAMBLING,GAME/AMUSEMENT DEVICE,CONVENIENCE STORE,true,false,2515,025,37,19,19,1136233,1914088,2018,08/28/2018 04:01:15 PM,41.920426112,-87.774883547,"(41.920426112, -87.774883547)"
11422077,JB403708,08/21/2018 02:55:00 PM,056XX W GRAND AVE,1670,GAMBLING,GAME/AMUSEMENT DEVICE,BAR OR TAVERN,true,false,2515,025,29,19,19,1138274,1913600,2018,08/28/2018 04:01:15 PM,41.919050268,-87.767396234,"(41.919050268, -87.767396234)"
11422282,JB403960,08/22/2018 12:00:00 PM,008XX N LEAMINGTON AVE,1680,GAMBLING,OTHER,SIDEWALK,true,false,1531,015,37,25,19,1141871,1905041,2018,08/29/2018 04:05:03 PM,41.895497512,-87.754392509,"(41.895497512, -87.754392509)"
11423714,JB405899,08/23/2018 06:42:00 PM,039XX W GRENSHAW ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,24,29,19,1150348,1894752,2018,08/30/2018 04:04:47 PM,41.867102185,-87.72352672,"(41.867102185, -87.72352672)"
11424721,JB407215,08/24/2018 06:26:00 PM,039XX W JACKSON BLVD,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1132,011,28,26,19,1150182,1898397,2018,08/31/2018 04:01:52 PM,41.877107715,-87.724041149,"(41.877107715, -87.724041149)"
11425659,JB408306,08/25/2018 02:56:00 PM,079XX S MARYLAND AVE,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,0624,006,8,44,19,1183281,1852506,2018,09/01/2018 04:13:03 PM,41.750470317,-87.603942533,"(41.750470317, -87.603942533)"
11429011,JB412842,08/28/2018 07:30:00 PM,010XX N LAWNDALE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1112,011,27,23,19,1151524,1906663,2018,09/04/2018 04:10:34 PM,41.899764229,-87.718896355,"(41.899764229, -87.718896355)"
11430146,JB414194,08/29/2018 06:40:00 PM,0000X N LECLAIRE AVE,1680,GAMBLING,OTHER,SIDEWALK,true,false,1533,015,28,25,19,1142387,1899669,2018,09/05/2018 04:01:50 PM,41.880746525,-87.752630859,"(41.880746525, -87.752630859)"
11431934,JB416468,08/31/2018 01:00:00 PM,033XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153994,1897824,2018,09/07/2018 04:00:05 PM,41.875460231,-87.710059786,"(41.875460231, -87.710059786)"
11432484,JB417252,08/31/2018 11:00:00 PM,051XX S CALUMET AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0231,002,3,40,19,1179363,1871074,2018,09/07/2018 04:00:05 PM,41.801513039,-87.617733588,"(41.801513039, -87.617733588)"
11437192,JB423317,09/05/2018 01:45:00 PM,071XX S ARTESIAN AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0832,008,18,66,19,1161274,1857314,2018,09/12/2018 04:05:26 PM,41.76414783,-87.684453611,"(41.76414783, -87.684453611)"
11437420,JB423707,09/05/2018 05:40:00 PM,079XX S ESCANABA AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0422,004,7,46,19,1196879,1852926,2018,09/12/2018 04:05:26 PM,41.751295696,-87.554100174,"(41.751295696, -87.554100174)"
11438310,JB424730,09/06/2018 01:17:00 PM,023XX W WASHINGTON BLVD,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1223,012,2,28,19,1160789,1900626,2018,09/13/2018 04:02:18 PM,41.883011061,-87.685033403,"(41.883011061, -87.685033403)"
11445470,JB434474,09/13/2018 10:52:00 PM,038XX W GLADYS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1133,011,24,26,19,1150890,1898082,2018,09/20/2018 04:03:40 PM,41.876229499,-87.721449804,"(41.876229499, -87.721449804)"
11447874,JB437814,09/16/2018 12:00:00 PM,0000X S LOTUS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1522,015,29,25,19,1139888,1899379,2018,09/23/2018 04:00:24 PM,41.879996761,-87.761814204,"(41.879996761, -87.761814204)"
11447987,JB437942,09/16/2018 01:30:00 PM,033XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1154003,1897824,2018,09/23/2018 04:00:24 PM,41.875460052,-87.710026741,"(41.875460052, -87.710026741)"
11449784,JB440296,09/18/2018 08:57:00 AM,033XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153975,1897823,2018,09/25/2018 04:14:11 PM,41.875457866,-87.710129573,"(41.875457866, -87.710129573)"
11449849,JB440329,09/18/2018 09:15:00 AM,034XX W LEXINGTON ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1133,011,24,27,19,1153461,1896486,2018,09/25/2018 04:14:11 PM,41.87179922,-87.712052326,"(41.87179922, -87.712052326)"
11450474,JB441102,09/18/2018 06:22:00 PM,056XX S MICHIGAN AVE,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,true,0231,002,20,40,19,1178118,1867705,2018,09/25/2018 04:14:11 PM,41.792296538,-87.622401614,"(41.792296538, -87.622401614)"
11452837,JB444110,09/20/2018 07:44:00 PM,066XX S LANGLEY AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0321,003,20,42,19,1182035,1861063,2018,09/27/2018 04:01:02 PM,41.773980494,-87.608244094,"(41.773980494, -87.608244094)"
11453290,JB444781,09/21/2018 11:15:00 AM,006XX N LEAMINGTON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1532,015,28,25,19,1141911,1903829,2018,09/28/2018 04:05:23 PM,41.892170899,-87.754275639,"(41.892170899, -87.754275639)"
11455826,JB448168,09/23/2018 09:25:00 PM,063XX S ARTESIAN AVE,1661,GAMBLING,GAME/DICE,RESIDENTIAL YARD (FRONT/BACK),true,false,0825,008,15,66,19,1161127,1862600,2018,09/30/2018 03:57:53 PM,41.778656405,-87.684846319,"(41.778656405, -87.684846319)"
11457516,JB450206,09/25/2018 11:41:00 AM,037XX W CHICAGO AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1112,011,27,23,19,1151363,1905082,2018,10/02/2018 04:05:11 PM,41.89542897,-87.719529259,"(41.89542897, -87.719529259)"
11458159,JB451047,09/25/2018 09:31:00 PM,005XX N KEDZIE AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1154949,1903392,2018,10/02/2018 04:05:11 PM,41.890720296,-87.706404029,"(41.890720296, -87.706404029)"
11458671,JB451714,09/26/2018 01:39:00 PM,033XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,STREET,true,false,1134,011,28,27,19,1153994,1897824,2018,10/03/2018 04:08:17 PM,41.875460231,-87.710059786,"(41.875460231, -87.710059786)"
11458818,JB452077,09/26/2018 04:55:00 PM,008XX N ST LOUIS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1152891,1905469,2018,10/03/2018 04:08:17 PM,41.896460802,-87.713906987,"(41.896460802, -87.713906987)"
11458893,JB452167,09/26/2018 06:25:00 PM,062XX S SEELEY AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0714,007,15,67,19,1163768,1863263,2018,10/03/2018 04:08:17 PM,41.780420705,-87.675145585,"(41.780420705, -87.675145585)"
11460541,JB454163,09/28/2018 10:05:00 AM,006XX N LEAMINGTON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1532,015,28,25,19,1141913,1903760,2018,10/05/2018 03:59:12 PM,41.891981518,-87.754270004,"(41.891981518, -87.754270004)"
11463918,JB458687,10/01/2018 05:14:00 PM,011XX N MASON AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1511,015,29,25,19,1136487,1907045,2018,10/08/2018 04:15:13 PM,41.901094731,-87.774119002,"(41.901094731, -87.774119002)"
11468930,JB465313,10/06/2018 07:27:00 PM,039XX W THOMAS ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1112,011,27,23,19,1150077,1907054,2018,10/13/2018 03:59:35 PM,41.900865488,-87.72420104,"(41.900865488, -87.72420104)"
11475843,JB474670,10/13/2018 11:15:00 PM,031XX W MONROE ST,1661,GAMBLING,GAME/DICE,STREET,true,false,1124,011,28,27,19,1155656,1899371,2018,10/20/2018 04:16:21 PM,41.879672076,-87.70391588,"(41.879672076, -87.70391588)"
11477237,JB476512,10/15/2018 01:09:00 PM,033XX W VAN BUREN ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1134,011,28,27,19,1153971,1897823,2018,10/22/2018 04:27:12 PM,41.875457946,-87.71014426,"(41.875457946, -87.71014426)"
11480475,JB480791,10/18/2018 06:35:00 PM,037XX W CHICAGO AVE,1661,GAMBLING,GAME/DICE,ALLEY,true,false,1112,011,27,23,19,1151155,1905078,2018,10/25/2018 04:16:26 PM,41.895422074,-87.720293303,"(41.895422074, -87.720293303)"
11481478,JB482188,10/19/2018 05:42:00 PM,078XX S WESTERN AVE,1661,GAMBLING,GAME/DICE,CTA BUS STOP,true,false,0835,008,18,70,19,1161741,1852550,2018,10/26/2018 04:09:33 PM,41.751065032,-87.682873958,"(41.751065032, -87.682873958)"
11483025,JB484235,10/21/2018 12:48:00 PM,039XX W THOMAS ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1112,011,37,23,19,1150065,1907054,2018,10/28/2018 04:09:23 PM,41.900865721,-87.724245117,"(41.900865721, -87.724245117)"
11487759,JB490198,10/25/2018 08:09:00 PM,015XX S SAWYER AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1022,010,24,29,19,1154948,1892223,2018,11/01/2018 04:12:18 PM,41.860071423,-87.706707163,"(41.860071423, -87.706707163)"
11489251,JB492224,10/27/2018 11:19:00 AM,033XX W 16TH ST,1680,GAMBLING,OTHER,SIDEWALK,true,false,1021,010,24,29,19,1154149,1891840,2018,11/03/2018 04:10:06 PM,41.859036393,-87.709650307,"(41.859036393, -87.709650307)"
11490599,JB494085,10/28/2018 06:49:00 PM,009XX N ST LOUIS AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1121,011,27,23,19,1152876,1905950,2018,11/04/2018 04:14:17 PM,41.897781009,-87.713949325,"(41.897781009, -87.713949325)"
11491295,JB494903,10/29/2018 01:22:00 PM,004XX W EVERGREEN AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1821,018,27,8,19,1173228,1909285,2018,11/05/2018 04:17:00 PM,41.906504911,-87.639099815,"(41.906504911, -87.639099815)"
11492368,JB496318,10/30/2018 02:00:00 PM,043XX W ADAMS ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1115,011,28,26,19,1147585,1898661,2018,11/06/2018 04:22:57 PM,41.877882356,-87.733569893,"(41.877882356, -87.733569893)"
11493732,JB498165,10/31/2018 07:00:00 PM,015XX S SAWYER AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1022,010,24,29,19,1154948,1892216,2018,11/07/2018 04:21:48 PM,41.860052214,-87.70670735,"(41.860052214, -87.70670735)"
11494845,JB499663,11/01/2018 06:10:00 PM,078XX S WESTERN AVE,1661,GAMBLING,GAME/DICE,CTA BUS STOP,true,false,0835,008,18,70,19,1161741,1852550,2018,11/08/2018 04:17:57 PM,41.751065032,-87.682873958,"(41.751065032, -87.682873958)"
11495694,JB500627,11/02/2018 02:01:00 PM,055XX W FULTON ST,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,1523,015,37,25,19,1139302,1901465,2018,11/09/2018 04:14:25 PM,41.885731702,-87.763915133,"(41.885731702, -87.763915133)"
